Source,Full Paragraph Text,claude3.7: Interaction Present,claude3.7: Confidence,claude3.7: Detected Scales,claude3.7: Scale Explanations,claude3.7: Relationship Type,claude3.7: Summary,4o: Interaction Present,4o: Confidence,4o: Detected Scales,4o: Scale Explanations,4o: Relationship Type,4o: Summary,o4_mini: Interaction Present,o4_mini: Confidence,o4_mini: Detected Scales,o4_mini: Scale Explanations,o4_mini: Relationship Type,o4_mini: Summary,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Detected Scales,gemini2.5: Scale Explanations,gemini2.5: Relationship Type,gemini2.5: Summary,Interaction Present Disagreement,Scale Disagreement
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_26.pdf,"Our partnership with Nature Source Genetics uses plant breeding to meet global demand while supporting communities that rely on the crop for income. The aim is to enhance productivity, quality and overall sustainability, and help stem any decline in crop diversity that could limit its ability to withstand drought, disease and pests.",No,0.85,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The 'plant breeding' activity is a specific operation conducted at a particular facility or location.; Transnational / Cross-border: 'Global demand' explicitly refers to a worldwide scale, encompassing multiple countries and systems.",Direct Causal Link,[Local / Site-specific -> Transnational / Cross-border] Local plant breeding efforts are explicitly used to meet global demand for the crop.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"In his first Independence Day address in 2014, Narendra Modi, India’s new Prime Minister, made a commitment that by 2019 every Indian would have access to a toilet. The promise highlights that about 2.5 billion people globally are without access to adequate sanitation, good hygiene and safe drinking water. There are still 46 countries in the world where less than half the population has access to adequate sanitation facilities. 800,000 children die every year from diarrhoea caused by unsafe water, and poor sanitation and hygiene.",No,0.95,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, National","Local / Site-specific: The commitment to provide toilets affects individual households and communities at a local level.; National: The promise was made by the Prime Minister of India, indicating a national policy initiative.",Direct Causal Link,[Local -> National] The Prime Minister's national policy commitment to provide toilets directly influences local access to sanitation facilities.,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"National, Local / Site-specific","National: Narendra Modi, India’s Prime Minister, represents the national level authority making a country-wide commitment.; Local / Site-specific: The phrase 'every Indian' refers to individual citizens and households, which are considered specific sites or local entities targeted by the national commitment.",Direct Causal Link,[National -> Local / Site-specific] The National Prime Minister's commitment serves as a direct policy initiative intended to ensure toilet access for every Indian at the local level.,Yes,None
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"Transformational change is needed to combat these issues. Unilever is uniquely placed to help because of our expertise in consumer behaviour change, our global reach and our portfolio of health and hygiene brands, including Domestos, Lifebuoy and Pureit, our water purifier. However, bringing about widespread, sustainable behaviour change is not something we can do alone, so we need to work closely with governments, NGOs, academia and funding partners to increase our reach and impact.",No,0.9,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, National","Local / Site-specific: Unilever's brands like Domestos, Lifebuoy, and Pureit operate at the local level, affecting consumer behavior in specific cities or neighborhoods.; National: Unilever collaborates with national governments to implement widespread behavior change initiatives.",Convergent Influence,[Local -> National] Unilever's local consumer behavior change efforts converge with national government initiatives to achieve widespread impact.,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"Transnational / Cross-border, National","Transnational / Cross-border: Unilever is explicitly stated to have 'global reach', indicating its operations and influence span multiple countries.; National: 'Governments' refers to the governmental bodies of individual countries, operating at the national policy and regulatory level.",Bidirectional Link,"[Transnational <-> National] Unilever (Transnational) needs to work closely with governments (National) to achieve widespread, sustainable behaviour change and increase its global reach and impact, implying mutual influence and dependency.",Yes,"Local / Site-specific, Transnational / Cross-border"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"In 2014 we committed to help 25 million people gain improved access to a toilet by 2020. By helping people who don’t have a toilet to get one and by promoting the benefits of using a clean toilet, we will open new markets and drive demand for our products.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The actions of 'helping people who don’t have a toilet to get one' and 'promoting the benefits' are interventions targeting individuals and communities, which are specific sites.; Transnational / Cross-border: The outcome of 'open new markets and drive demand for our products' for a target of '25 million people' implies a market impact across multiple countries, given the large scale and absence of a specific national limitation.",Direct Causal Link,[Local -> Transnational] Local-level interventions aimed at helping individuals gain access to toilets directly lead to the opening of new transnational markets and increased product demand.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,To this end we are implementing the UN Women’s Empowerment Principles across our business. These principles reinforce the direct action we also taking as a business.,No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.8,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: The 'UN Women’s Empowerment Principles' originate from the United Nations, an international body, representing a transnational (cross-border) initiative.; Local / Site-specific: The phrase 'across our business' and 'direct action we also taking as a business' refers to the specific, internal operational actions and implementation within the company. This is interpreted as activities occurring at a local or site-specific level of the organization's operations, where principles are put into practice and direct actions are taken.",Direct Causal Link,[Transnational -> Local / Site-specific] The transnational UN Women’s Empowerment Principles are directly implemented and reinforce actions within the local/site-specific operations of the business.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"For instance in Sekondi, Ghana, a three-day workshop by the Unilever Ghana Foundation taught 60 women how to think and act like entrepreneurs, coached them in bookkeeping procedures, and cash and working capital management. This brings to more than 700 the number of women trained in Ghana and supports Unilever’s commitment to empower 5 million women by 2020.",Yes,0.85,"Local / Site-specific, National, Transnational / Cross-border","Local / Site-specific: The specific three-day workshop in Sekondi, Ghana that trained 60 women; National: The broader program that has trained more than 700 women across Ghana; Transnational / Cross-border: Unilever's global commitment to empower 5 million women by 2020",Causal Chain,"[Local -> National -> Transnational] The local workshop in Sekondi contributes to the national-level achievement of training 700+ women in Ghana, which in turn supports Unilever's transnational commitment to empower 5 million women globally by 2020.",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The workshop took place in Sekondi, a specific city in Ghana.; National: The training is part of a broader initiative affecting the entire country of Ghana, with over 700 women trained nationally.",Direct Causal Link,"[Local -> National] The local workshop in Sekondi contributes to the national goal of training women across Ghana, supporting Unilever's broader empowerment initiative.",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The workshop took place in Sekondi, Ghana, directly impacting the local community by training women.; National: The training contributes to a national initiative by Unilever Ghana Foundation to empower women across the country.",Causal Chain,[Local -> National] The training of women in Sekondi contributes to a broader national goal of empowering women in Ghana.,Yes,1.0,"Local / Site-specific, National, Transnational / Cross-border","Local / Site-specific: The workshop is explicitly stated to have occurred in 'Sekondi, Ghana', a specific city.; National: The text refers to 'more than 700 the number of women trained in Ghana' and the 'Unilever Ghana Foundation', indicating actions and aggregates at a country level.; Transnational / Cross-border: Unilever's commitment to 'empower 5 million women by 2020' is a global corporate goal, transcending national borders.",Causal Chain,"[Local -> National -> Transnational] A local workshop in Sekondi contributes to the cumulative number of women trained nationally across Ghana, which in turn supports Unilever's transnational goal of empowering 5 million women globally.",No,Transnational / Cross-border
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"To date we have trained and recruited more than 3,400 women from nearly 1,100 villages in Pakistan as part of the Guddi Baji (‘Good Sister’) programme. This initiative helps increase sales as well as generating sustainable incomes for women through the sale of Unilever hygiene and personal care brands and through the provision of beauty services to other local women.",No,0.9,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The program operates in specific villages, impacting local women by providing them with income opportunities.; National: The program is implemented across Pakistan, indicating a national scale of operation and impact.",Direct Causal Link,"[Local -> National] The Guddi Baji program operates in local villages, providing income opportunities for women, which contributes to national economic activity through increased sales of Unilever products.",No,0.0,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"In India, recruiting and training more women entrepreneurs (Shakti Ammas) were central to our rural expansion in 2014, reaching more remote villages.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, National",Local / Site-specific: The initiative focuses on specific remote villages in India where women entrepreneurs are being recruited and trained.; National: The program is part of a broader national strategy to empower women and expand rural development across the country.,Direct Causal Link,[Local -> National] The recruitment and training of women entrepreneurs in local villages directly contributes to national rural expansion efforts.,Yes,0.9,"National, Local / Site-specific","National: The phrase 'In India' refers to the national scope and context of the organization's overall strategy and rural expansion efforts.; Local / Site-specific: 'Women entrepreneurs (Shakti Ammas)' are individuals operating at a specific local level, and 'remote villages' are distinct site-specific geographical areas.",Direct Causal Link,"[National -> Local / Site-specific] A national-level strategy implemented within India, focused on recruiting and training local women entrepreneurs, directly enabled expansion into more remote villages.",Yes,None
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"Our programmes also help young women and men. Our Wall’s team has developed a youth employment programme, known as ‘Feet on the Street’, to help tackle the youth jobless rate in Europe while driving our growth agenda by bringing ice cream to the streets. Wall’s provides tools and equipment, such as trikes or push carts and freezers, to enable a micro-entrepreneur to run his or her own mini-business selling ice cream and also to provide young people with their first job experience. In Portugal, Spain and Italy, 250 seasonal jobs were also created to enhance livelihoods while boosting ice cream sales. Our ambition is to have 50,000 micro-entrepreneurs by 2020 with a potential contribution to turnover of more than €100 million.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The 'Feet on the Street' program operates at a local level through individual micro-entrepreneurs who run their own mini-businesses selling ice cream in specific communities.; Transnational / Cross-border: The program is implemented across multiple European countries (specifically mentioned are Portugal, Spain, and Italy) as part of a transnational initiative to address youth unemployment in Europe.",Direct Causal Link,"[Transnational -> Local] Wall's transnational 'Feet on the Street' youth employment program directly enables local-level economic activity by providing tools, equipment, and opportunities for micro-entrepreneurs to establish small ice cream businesses in their communities across multiple European countries.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The programme operates at a local level by providing tools and equipment to individuals to run mini-businesses.; Transnational / Cross-border: The programme is implemented across multiple countries in Europe, including Portugal, Spain, and Italy.",Causal Chain,"[Local -> Transnational] The local implementation of the 'Feet on the Street' programme in various European countries aims to reduce youth unemployment and boost ice cream sales, contributing to a broader transnational growth agenda.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The programme operates at a local level by providing tools and equipment to individual micro-entrepreneurs in specific cities or neighborhoods.; Transnational / Cross-border: The initiative addresses youth unemployment across multiple countries in Europe, specifically in Portugal, Spain, and Italy.",Causal Chain,"[Local -> Transnational] The youth employment programme creates local job opportunities for micro-entrepreneurs, which contributes to a broader transnational effort to reduce youth unemployment in Europe.",Yes,1.0,"Transnational / Cross-border, National, Local / Site-specific","Transnational / Cross-border: The 'Feet on the Street' programme is designed to tackle 'the youth jobless rate in Europe', indicating a scope that spans multiple countries.; National: The programme's specific outcomes are detailed as occurring 'In Portugal, Spain and Italy', which are distinct national entities.; Local / Site-specific: The creation of 'micro-entrepreneur' businesses and '250 seasonal jobs' for 'young people' refers to specific, individual-level economic activities and employment at a particular site or within a local context.",Causal Chain,"[Transnational -> National -> Local] A transnational youth employment program operating across Europe creates jobs within specific national contexts like Portugal, Spain, and Italy, leading to local micro-entrepreneurship and employment opportunities.",No,National
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"Domestos has led our efforts on sanitation in partnership with UNICEF. Our brand, together with the Unilever Foundation, supports UNICEF’s Community Approaches to Total Sanitation (CATS) programme which aims to eliminate open defecation by changing people’s behaviour and promoting demand for sanitation. Domestos contributed 5% of its average proceeds from specially marked bottles on sale in certain markets to UNICEF. Domestos sales continue to grow strongly and were up 7.3% in 2014.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: UNICEF's Community Approaches to Total Sanitation (CATS) programme operates at the community level to eliminate open defecation by changing people's behavior.; Transnational / Cross-border: Domestos/Unilever is a global brand operating across multiple markets, and UNICEF is an international organization with global reach.",Direct Causal Link,"[Transnational -> Local] Domestos (global brand) directly influences local community sanitation practices by funding UNICEF's CATS program through contributions from specially marked bottles sold across multiple markets, enabling community-level behavior change and sanitation improvements.",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The sale of specially marked Domestos bottles occurs in specific markets, which can be considered local or site-specific actions.; National: The proceeds from these sales contribute to UNICEF's national-level sanitation programs, impacting the entire country.",Direct Causal Link,[Local -> National] The sale of Domestos bottles in specific markets directly contributes proceeds to UNICEF's national sanitation programs.,Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The CATS programme operates at a community level, focusing on specific behaviors and sanitation practices within local populations.; National: The partnership with UNICEF and the funding from Domestos can influence national sanitation policies and practices across various countries.",Causal Chain,[Local -> National] The local efforts of Domestos and UNICEF in sanitation influence broader national sanitation policies and practices.,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Domestos (a global brand) and the Unilever Foundation (a corporate foundation) operate and provide support across multiple countries.; Local / Site-specific: The supported UNICEF CATS programme explicitly aims to change 'people’s behaviour' and promote 'demand for sanitation,' which are actions and effects occurring at the community or household level.",Causal Chain,"[Transnational -> Transnational -> Local] A transnational brand and foundation support a transnational organization's program, which in turn aims to change behavior and promote sanitation demand at the local level.",No,"National, Transnational / Cross-border"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"A team in Nigeria looked at how to bring the concept of a Perfect Village to life in Africa, embracing broad areas such as water, health, hygiene, nutrition, women’s empowerment and smallholder farming. They developed a strategy we can take forward globally. Their work took them from the classroom to the field as they brought their pilot programme to life.",No,0.85,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, National","Local / Site-specific: The pilot program was implemented at a specific site, likely a village or community in Nigeria.; National: The strategy developed in Nigeria is intended to be taken forward globally, indicating a national level of influence.",Direct Causal Link,[Local -> National] The pilot program in a specific village in Nigeria developed a strategy that can be implemented at a national level and beyond.,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"Local / Site-specific, National, Transnational / Cross-border","Local / Site-specific: The 'Perfect Village' concept and the 'pilot programme' implemented 'from the classroom to the field' represent specific, localized initiatives.; National: The 'team in Nigeria' represents an entity operating within a specific country, developing a strategy from their work.; Transnational / Cross-border: The developed strategy is intended to be taken 'globally,' indicating its application beyond national borders.",Causal Chain,[Local -> National -> Transnational] A team in Nigeria developed a globally applicable strategy based on the experiences and outcomes of their local 'Perfect Village' pilot programme.,Yes,Transnational / Cross-border
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_27.pdf,"Access to training and skills for women and to advancing women’s rights. A key aspect of this has been our safety programme for women and girls, with the involvement of men and boys, which we have begun at our tea plantation in Kericho, Kenya, in response to reports of sexual harassment in 2013. The programme is being rolled out to other locations. More information on our progress on women’s rights is in the Society section on pages 22 to 24, with full details to be published in our Sustainable Living Report 2014 which will be found on www.unilever.com/sustainable-living in May 2015.",Yes,0.7,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The tea plantation in Kericho, Kenya is a specific site where the safety program was initially implemented.; Transnational / Cross-border: Unilever is a multinational corporation implementing a program across multiple countries/locations.",Direct Causal Link,"[Local -> Transnational] A safety program for women and girls that was initially developed and implemented at a specific tea plantation in Kericho, Kenya (local scale) is now being directly scaled up by Unilever to be implemented across multiple locations in different countries (transnational scale).",No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,"These priorities still underpin everything we do. Our people are also the embodiment of the Unilever Sustainable Living Plan (USLP) – without their commitment and belief, the business could not achieve the plan’s three main goals of improving health and well-being, reducing our environmental impact and enhancing livelihoods. More than 75% of employees say they can contribute to the USLP in their roles and help realise our Vision.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Refers to the commitment and belief of 'our people' or 'employees', which are individual or site-level actions and attitudes.; Transnational / Cross-border: Refers to 'the business' (Unilever, a global company) and its 'Unilever Sustainable Living Plan (USLP)' and its 'three main goals', which operate across multiple countries and have a global reach.",Direct Causal Link,[Local / Site-specific -> Transnational / Cross-border] The commitment and belief of employees at local sites directly enable the global business to achieve the transnational goals of its Sustainable Living Plan.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,"This independent measure reveals our success at engaging with future leaders which has been driven in part by our Future Leaders League. This is a global competition in which universities around the world send a representative team of undergraduates to our Four Acres campus in Singapore. They are each set a demanding case study to run one of our brands, which in 2014 was TRESemmé, with a strong sustainability theme.",No,0.9,N/A,N/A,N/A,N/A,Yes,0.8,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The Four Acres campus in Singapore is a specific location where the competition takes place.; Transnational / Cross-border: The competition involves universities from around the world, indicating a transnational scale.",Direct Causal Link,"[Local -> Transnational] The Future Leaders League competition at the Four Acres campus in Singapore engages universities globally, influencing transnational educational collaboration.",No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: The 'Future Leaders League' is described as a 'global competition' involving 'universities around the world', indicating an operation or participation that spans multiple countries.; Local / Site-specific: The 'Four Acres campus in Singapore' refers to a specific, singular physical location within a city/country.",Direct Causal Link,"[Transnational -> Local / Site-specific] A global competition, involving universities from around the world, directly sends representative teams to a specific campus in Singapore.",Yes,None
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_28.pdf,"Every year, our people nominate ‘Unilever heroes’ for work that brings our Purpose to life. Anila Gopal, Global Social Mission Manager for Lifebuoy, based in India, is a Unilever hero. She is helping to run the world’s largest handwashing behaviour change programme that demonstrates how using soap could help save children from deadly, but preventable, diseases.",No,0.85,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: Anila Gopal is an individual explicitly stated as 'based in India,' representing a specific site or location from which she operates.; Transnational / Cross-border: The program is described as 'the world’s largest handwashing behaviour change programme,' clearly indicating a global, multi-country scope.",Direct Causal Link,[Local -> Transnational] An individual based at a specific site in India directly contributes to running the world’s largest handwashing behaviour change programme.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"During 2013-14 we completed 30 Talent & Organisation assessments in 69 countries, across four categories and three functions, to identify global themes and risks that need addressing and the capabilities required.",No,0.95,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"National, Transnational / Cross-border","National: The assessments were conducted 'in 69 countries', indicating activities and data collection occurring at the level of individual nations.; Transnational / Cross-border: The objective was 'to identify global themes and risks', which inherently refers to issues and patterns spanning across multiple countries or the entire planet.",Direct Causal Link,[National -> Transnational] Data and findings from assessments completed across 69 individual countries were used to directly identify global themes and risks.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"Our aim is to improve the safety and well-being not only of our employees, but also of the wider community in which Unilever operates, with our Vision Zero strategy – zero fatalities, zero injuries, zero motor vehicle accidents, zero process incidents, zero tolerance of unsafe behaviour and practices – serving as our foundation. To meet our commitments, we assess and reduce risk through a variety of programmes, including our continued work to address behaviour safety, process safety, safe travel and construction safety.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,1.0,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: Unilever's 'Vision Zero strategy' is a corporate-level initiative for a multinational company, implying application across multiple countries where it operates.; Local / Site-specific: 'Employees' and the 'wider community in which Unilever operates' explicitly refer to specific people and areas around individual operational sites.",Direct Causal Link,[Transnational / Cross-border -> Local / Site-specific] Unilever's transnational Vision Zero strategy directly serves as the foundation for improving safety and well-being for employees and the wider community at its local operational sites.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_29.pdf,"In 2014, we introduced a step change in our Safe Travel programme. With more people on the road than ever before, including many in developing countries where there is a higher risk of car accidents, we released a revised and strengthened travel standard that includes programmes and strategies specifically targeted at high and medium risk locations. By the middle of 2015, we will also have in place a mandatory global ban on using all hand-held and hands-free mobile phone devices while driving on company business.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The text mentions 'high and medium risk locations' which refers to specific places with higher accident rates.; Transnational / Cross-border: The company is implementing a 'global ban' on mobile phone use while driving, indicating a transnational corporate policy.",Direct Causal Link,"[Transnational -> Local] A global corporate policy (Safe Travel programme with strengthened travel standards and a global ban on mobile phone use while driving) is being implemented to directly affect safety practices in specific high and medium risk locations, particularly in developing countries.",Yes,0.9,"Local / Site-specific, National","Local / Site-specific: The travel standard targets high and medium risk locations, which are specific cities or neighborhoods.; National: The mandatory global ban on mobile phone use while driving applies to entire countries where the company operates.",Direct Causal Link,[Local -> National] The introduction of a strengthened travel standard at specific high-risk locations influences national policies by implementing a global ban on mobile phone use while driving.,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The implementation of the Safe Travel programme and the travel standard specifically targets high and medium risk locations, which can be specific cities or regions.; Transnational / Cross-border: The mandatory global ban on mobile phone use while driving applies across multiple countries, indicating a transnational policy influence.",Causal Chain,[Local -> Transnational] The introduction of a revised travel standard at local risk locations is influenced by a transnational policy of banning mobile phone use while driving.,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: The 'revised and strengthened travel standard' and 'mandatory global ban' are described as corporate-wide policies applicable across multiple countries, indicating a transnational scope.; Local / Site-specific: 'High and medium risk locations' refers to specific geographical points or areas, and actions 'while driving on company business' occur at particular local sites.",Direct Causal Link,[Transnational / Cross-border -> Local / Site-specific] A company's transnational travel standard and mandatory global ban directly influence specific safety programs and individual behaviors targeted at high-risk local sites.,No,"National, Transnational / Cross-border"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_30.pdf,"In 2014 we strengthened the enhancing livelihoods ambition of the USLP. An integral part of this is our implementation of the UN Guiding Principle on Business and Human Rights and our public reporting on this. We also committed to enhancing access to training and skills for women and to advancing women’s rights. A key aspect of this has been our safety programme for women and girls, with the involvement of men and boys, which we have begun at our tea plantation in Kericho, Kenya, in response to reports of sexual harassment in 2013. The programme is being rolled out to other locations. More information on our progress on women’s rights is in the Society section on pages 22 to 24, with full details to be published in our Sustainable Living Report 2014 which will be found on www.unilever.com/sustainable-living in May 2015.",Yes,0.85,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: The tea plantation in Kericho, Kenya represents a specific site where a safety programme for women and girls was implemented.; Transnational / Cross-border: The USLP (Unilever Sustainable Living Plan) and UN Guiding Principles on Business and Human Rights are transnational frameworks that guide actions across multiple countries.",Direct Causal Link,"[Transnational -> Local] The transnational USLP framework and UN Guiding Principles directly influenced the implementation of a local safety programme for women and girls at the Kericho tea plantation in Kenya, with plans to roll out this local initiative to other locations.",Yes,0.8,"Local / Site-specific, National","Local / Site-specific: The safety programme for women and girls was initiated at a specific tea plantation in Kericho, Kenya.; National: The implementation of the UN Guiding Principle on Business and Human Rights and public reporting are national-level commitments by the company.",Direct Causal Link,"[Local -> National] The safety programme initiated at a local tea plantation in Kericho, Kenya, is part of a broader national commitment to enhance livelihoods and implement the UN Guiding Principle on Business and Human Rights.",Yes,0.85,"Local / Site-specific, National","Local / Site-specific: The safety programme for women and girls is being implemented at a specific tea plantation in Kericho, Kenya.; National: The initiative aligns with national commitments to enhance women's rights and safety across the country.",Causal Chain,[Local -> National] The implementation of a local safety programme for women at a tea plantation in Kenya is part of a broader national commitment to enhance women's rights.,Yes,0.9,"Transnational / Cross-border, Local / Site-specific","Transnational / Cross-border: The 'UN Guiding Principle on Business and Human Rights' is an international standard. The company's 'implementation' of this principle and its 'commitment to enhancing access to training and skills for women and to advancing women’s rights' represent a corporate-wide policy by a multinational entity, which by definition involves actions across multiple countries.; Local / Site-specific: The 'tea plantation in Kericho, Kenya' is a specific, single geographical location.",Direct Causal Link,"[Transnational -> Local] A transnational company's corporate commitment to human rights, stemming from the implementation of UN Guiding Principles, directly led to the establishment of a safety programme at a specific local tea plantation.",No,"National, Transnational / Cross-border"
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_31.pdf,"These markets are also among the most sensitive to environmental and social pressures brought about by growth in population and consumption and the activities of companies such as Unilever. That’s why our USLP goals are to improve health and well-being, reduce our environmental impact and enhance livelihoods through direct action and partnerships.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Local / Site-specific, Transnational / Cross-border","Local / Site-specific: 'These markets' refer to specific geographical areas where environmental and social pressures are felt and where 'direct action and partnerships' are implemented, indicating a site-specific or local scale of impact and intervention.; Transnational / Cross-border: Unilever is a global company whose 'activities' and company-wide 'USLP goals' operate across national borders, influencing operations and policies in multiple countries, thus representing a transnational scale.",Direct Causal Link,"[Transnational / Cross-border -> Local / Site-specific] The transnational activities of companies like Unilever directly cause environmental and social pressures on specific local markets, leading to transnational goals that drive direct local actions to mitigate these impacts.",Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,"Our long-term track record of delivery for shareholders continued during 2014 despite some significant challenges in the business environment. These included continued weak consumer demand in developed markets, slowing demand in emerging markets and currency devaluations in many countries. The resilience of our business and the broad nature of our brand portfolio and geographic reach enabled us to deliver a year of steady progress in slower markets.",No,0.9,N/A,N/A,N/A,N/A,No,0.9,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, National","Transnational / Cross-border: Weak consumer demand in 'developed markets' and 'emerging markets,' along with 'currency devaluations in many countries,' explicitly refer to economic conditions and trends spanning multiple nations or global regions.; National: 'Our business' and its 'delivery for shareholders' refer to the performance of a specific corporate entity, which, despite global operations, is typically headquartered in and reports financial results to a single nation.",Direct Causal Link,[Transnational -> National] Global economic challenges such as weak consumer demand in developed/emerging markets and currency devaluations directly impacted the delivery performance of the national business entity.,Yes,N/A
Unilever_Annual_Report_and_Accounts_2014_Strategic_Report_page_32.pdf,"On the acquisition front, in March 2014 we bought a majority stake in the Qinyuan Group, a leading Chinese water purification business. Qinyuan generated sales of €163 million in the year to 31 December 2014.",No,0.95,N/A,N/A,N/A,N/A,No,1.0,N/A,N/A,N/A,N/A,No,0.0,N/A,N/A,N/A,N/A,Yes,0.9,"Transnational / Cross-border, National","Transnational / Cross-border: The acquiring entity ('we') is implied to be transnational as it is purchasing a company in a different country (China).; National: The 'Qinyuan Group' is explicitly identified as a 'leading Chinese water purification business,' placing its primary operation and identity at the national level within China.",Direct Causal Link,[Transnational / Cross-border -> National] A transnational entity directly acquired a majority stake in a national Chinese business.,Yes,N/A
